company_name,sector ,Rating,reviews,Average salary,Number of Interview,Benifited
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Manipal Hospitals,Healthcare,4.0,(2.2k),7.5k,145,151
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Manipal Hospitals,Healthcare,4.0,(2.2k),7.5k,145,151
Infinite Computer Solutions,IT Services & Consulting,3.2,(2.2k),16k,184,121
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Manipal Hospitals,Healthcare,4.0,(2.2k),7.5k,145,151
Infinite Computer Solutions,IT Services & Consulting,3.2,(2.2k),16k,184,121
Spark Minda,Auto Components,3.8,(2.2k),7.5k,165,49
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Manipal Hospitals,Healthcare,4.0,(2.2k),7.5k,145,151
Infinite Computer Solutions,IT Services & Consulting,3.2,(2.2k),16k,184,121
Spark Minda,Auto Components,3.8,(2.2k),7.5k,165,49
Jio Platforms,IT Services & Consulting,3.4,(2.2k),15.2k,274,69
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Manipal Hospitals,Healthcare,4.0,(2.2k),7.5k,145,151
Infinite Computer Solutions,IT Services & Consulting,3.2,(2.2k),16k,184,121
Spark Minda,Auto Components,3.8,(2.2k),7.5k,165,49
Jio Platforms,IT Services & Consulting,3.4,(2.2k),15.2k,274,69
Nuvoco Vistas,Building Material,4.1,(2.2k),7.3k,138,152
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Manipal Hospitals,Healthcare,4.0,(2.2k),7.5k,145,151
Infinite Computer Solutions,IT Services & Consulting,3.2,(2.2k),16k,184,121
Spark Minda,Auto Components,3.8,(2.2k),7.5k,165,49
Jio Platforms,IT Services & Consulting,3.4,(2.2k),15.2k,274,69
Nuvoco Vistas,Building Material,4.1,(2.2k),7.3k,138,152
Saint-Gobain,Building Material,3.8,(2.2k),12.2k,220,260
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Manipal Hospitals,Healthcare,4.0,(2.2k),7.5k,145,151
Infinite Computer Solutions,IT Services & Consulting,3.2,(2.2k),16k,184,121
Spark Minda,Auto Components,3.8,(2.2k),7.5k,165,49
Jio Platforms,IT Services & Consulting,3.4,(2.2k),15.2k,274,69
Nuvoco Vistas,Building Material,4.1,(2.2k),7.3k,138,152
Saint-Gobain,Building Material,3.8,(2.2k),12.2k,220,260
FirstCry,Retail,3.5,(2.2k),9.2k,220,82
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Manipal Hospitals,Healthcare,4.0,(2.2k),7.5k,145,151
Infinite Computer Solutions,IT Services & Consulting,3.2,(2.2k),16k,184,121
Spark Minda,Auto Components,3.8,(2.2k),7.5k,165,49
Jio Platforms,IT Services & Consulting,3.4,(2.2k),15.2k,274,69
Nuvoco Vistas,Building Material,4.1,(2.2k),7.3k,138,152
Saint-Gobain,Building Material,3.8,(2.2k),12.2k,220,260
FirstCry,Retail,3.5,(2.2k),9.2k,220,82
Life Insurance Corporation of India,Insurance,4.4,(2.2k),4.8k,108,248
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Manipal Hospitals,Healthcare,4.0,(2.2k),7.5k,145,151
Infinite Computer Solutions,IT Services & Consulting,3.2,(2.2k),16k,184,121
Spark Minda,Auto Components,3.8,(2.2k),7.5k,165,49
Jio Platforms,IT Services & Consulting,3.4,(2.2k),15.2k,274,69
Nuvoco Vistas,Building Material,4.1,(2.2k),7.3k,138,152
Saint-Gobain,Building Material,3.8,(2.2k),12.2k,220,260
FirstCry,Retail,3.5,(2.2k),9.2k,220,82
Life Insurance Corporation of India,Insurance,4.4,(2.2k),4.8k,108,248
Brakes India,Auto Components,3.9,(2.2k),7.3k,110,221
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Manipal Hospitals,Healthcare,4.0,(2.2k),7.5k,145,151
Infinite Computer Solutions,IT Services & Consulting,3.2,(2.2k),16k,184,121
Spark Minda,Auto Components,3.8,(2.2k),7.5k,165,49
Jio Platforms,IT Services & Consulting,3.4,(2.2k),15.2k,274,69
Nuvoco Vistas,Building Material,4.1,(2.2k),7.3k,138,152
Saint-Gobain,Building Material,3.8,(2.2k),12.2k,220,260
FirstCry,Retail,3.5,(2.2k),9.2k,220,82
Life Insurance Corporation of India,Insurance,4.4,(2.2k),4.8k,108,248
Brakes India,Auto Components,3.9,(2.2k),7.3k,110,221
CAMS,Financial Services,3.5,(2.2k),9.3k,153,58
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Manipal Hospitals,Healthcare,4.0,(2.2k),7.5k,145,151
Infinite Computer Solutions,IT Services & Consulting,3.2,(2.2k),16k,184,121
Spark Minda,Auto Components,3.8,(2.2k),7.5k,165,49
Jio Platforms,IT Services & Consulting,3.4,(2.2k),15.2k,274,69
Nuvoco Vistas,Building Material,4.1,(2.2k),7.3k,138,152
Saint-Gobain,Building Material,3.8,(2.2k),12.2k,220,260
FirstCry,Retail,3.5,(2.2k),9.2k,220,82
Life Insurance Corporation of India,Insurance,4.4,(2.2k),4.8k,108,248
Brakes India,Auto Components,3.9,(2.2k),7.3k,110,221
CAMS,Financial Services,3.5,(2.2k),9.3k,153,58
Cargill,Food Processing,3.9,(2.2k),8.8k,115,157
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Manipal Hospitals,Healthcare,4.0,(2.2k),7.5k,145,151
Infinite Computer Solutions,IT Services & Consulting,3.2,(2.2k),16k,184,121
Spark Minda,Auto Components,3.8,(2.2k),7.5k,165,49
Jio Platforms,IT Services & Consulting,3.4,(2.2k),15.2k,274,69
Nuvoco Vistas,Building Material,4.1,(2.2k),7.3k,138,152
Saint-Gobain,Building Material,3.8,(2.2k),12.2k,220,260
FirstCry,Retail,3.5,(2.2k),9.2k,220,82
Life Insurance Corporation of India,Insurance,4.4,(2.2k),4.8k,108,248
Brakes India,Auto Components,3.9,(2.2k),7.3k,110,221
CAMS,Financial Services,3.5,(2.2k),9.3k,153,58
Cargill,Food Processing,3.9,(2.2k),8.8k,115,157
NTT DATA Business Solutions,IT Services & Consulting,4.1,(2.2k),13.5k,287,37
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Manipal Hospitals,Healthcare,4.0,(2.2k),7.5k,145,151
Infinite Computer Solutions,IT Services & Consulting,3.2,(2.2k),16k,184,121
Spark Minda,Auto Components,3.8,(2.2k),7.5k,165,49
Jio Platforms,IT Services & Consulting,3.4,(2.2k),15.2k,274,69
Nuvoco Vistas,Building Material,4.1,(2.2k),7.3k,138,152
Saint-Gobain,Building Material,3.8,(2.2k),12.2k,220,260
FirstCry,Retail,3.5,(2.2k),9.2k,220,82
Life Insurance Corporation of India,Insurance,4.4,(2.2k),4.8k,108,248
Brakes India,Auto Components,3.9,(2.2k),7.3k,110,221
CAMS,Financial Services,3.5,(2.2k),9.3k,153,58
Cargill,Food Processing,3.9,(2.2k),8.8k,115,157
NTT DATA Business Solutions,IT Services & Consulting,4.1,(2.2k),13.5k,287,37
BHEL,Electrical Equipment,4.2,(2.2k),5.3k,142,238
Allstate,Insurance,3.7,(2.2k),12.1k,158,192
Bank of Baroda,Banking,3.6,(2.2k),7.1k,128,161
GlaxoSmithKline Pharmaceuticals,Pharma,4.1,(2.2k),5.9k,132,117
Mercedes-Benz Research and Development India,IT Services & Consulting,3.5,(2.2k),18.6k,211,203
Generali Central Life Insurance,Insurance,3.4,(2.2k),6.8k,123,176
Poonawalla Fincorp,NBFC,3.5,(2.2k),6.2k,90,142
Manipal Hospitals,Healthcare,4.0,(2.2k),7.5k,145,151
Infinite Computer Solutions,IT Services & Consulting,3.2,(2.2k),16k,184,121
Spark Minda,Auto Components,3.8,(2.2k),7.5k,165,49
Jio Platforms,IT Services & Consulting,3.4,(2.2k),15.2k,274,69
Nuvoco Vistas,Building Material,4.1,(2.2k),7.3k,138,152
Saint-Gobain,Building Material,3.8,(2.2k),12.2k,220,260
FirstCry,Retail,3.5,(2.2k),9.2k,220,82
Life Insurance Corporation of India,Insurance,4.4,(2.2k),4.8k,108,248
Brakes India,Auto Components,3.9,(2.2k),7.3k,110,221
CAMS,Financial Services,3.5,(2.2k),9.3k,153,58
Cargill,Food Processing,3.9,(2.2k),8.8k,115,157
NTT DATA Business Solutions,IT Services & Consulting,4.1,(2.2k),13.5k,287,37
BHEL,Electrical Equipment,4.2,(2.2k),5.3k,142,238
Nokia Networks,Hardware & Networking,4.1,(2.2k),10.3k,130,14
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
Force Motors,Automobile,3.7,(2.2k),8.3k,148,159
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
Force Motors,Automobile,3.7,(2.2k),8.3k,148,159
Pfizer,Pharma,3.9,(2.1k),6k,91,284
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
Force Motors,Automobile,3.7,(2.2k),8.3k,148,159
Pfizer,Pharma,3.9,(2.1k),6k,91,284
"Maruti Suzuki India Limited, Hansalpur",Automobile,4.2,(2.1k),6.9k,241,181
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
Force Motors,Automobile,3.7,(2.2k),8.3k,148,159
Pfizer,Pharma,3.9,(2.1k),6k,91,284
"Maruti Suzuki India Limited, Hansalpur",Automobile,4.2,(2.1k),6.9k,241,181
Provana,BPO,4.1,(2.1k),4.7k,280,335
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
Force Motors,Automobile,3.7,(2.2k),8.3k,148,159
Pfizer,Pharma,3.9,(2.1k),6k,91,284
"Maruti Suzuki India Limited, Hansalpur",Automobile,4.2,(2.1k),6.9k,241,181
Provana,BPO,4.1,(2.1k),4.7k,280,335
EPAM Systems,IT Services & Consulting,3.6,(2.1k),25.2k,669,143
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
Force Motors,Automobile,3.7,(2.2k),8.3k,148,159
Pfizer,Pharma,3.9,(2.1k),6k,91,284
"Maruti Suzuki India Limited, Hansalpur",Automobile,4.2,(2.1k),6.9k,241,181
Provana,BPO,4.1,(2.1k),4.7k,280,335
EPAM Systems,IT Services & Consulting,3.6,(2.1k),25.2k,669,143
IndusInd General Insurance,Insurance,3.6,(2.1k),7.2k,105,140
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
Force Motors,Automobile,3.7,(2.2k),8.3k,148,159
Pfizer,Pharma,3.9,(2.1k),6k,91,284
"Maruti Suzuki India Limited, Hansalpur",Automobile,4.2,(2.1k),6.9k,241,181
Provana,BPO,4.1,(2.1k),4.7k,280,335
EPAM Systems,IT Services & Consulting,3.6,(2.1k),25.2k,669,143
IndusInd General Insurance,Insurance,3.6,(2.1k),7.2k,105,140
Biological E,Pharma,4.2,(2.1k),7.2k,150,238
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
Force Motors,Automobile,3.7,(2.2k),8.3k,148,159
Pfizer,Pharma,3.9,(2.1k),6k,91,284
"Maruti Suzuki India Limited, Hansalpur",Automobile,4.2,(2.1k),6.9k,241,181
Provana,BPO,4.1,(2.1k),4.7k,280,335
EPAM Systems,IT Services & Consulting,3.6,(2.1k),25.2k,669,143
IndusInd General Insurance,Insurance,3.6,(2.1k),7.2k,105,140
Biological E,Pharma,4.2,(2.1k),7.2k,150,238
SGS,Engineering & Construction,3.7,(2.1k),6.8k,134,192
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
Force Motors,Automobile,3.7,(2.2k),8.3k,148,159
Pfizer,Pharma,3.9,(2.1k),6k,91,284
"Maruti Suzuki India Limited, Hansalpur",Automobile,4.2,(2.1k),6.9k,241,181
Provana,BPO,4.1,(2.1k),4.7k,280,335
EPAM Systems,IT Services & Consulting,3.6,(2.1k),25.2k,669,143
IndusInd General Insurance,Insurance,3.6,(2.1k),7.2k,105,140
Biological E,Pharma,4.2,(2.1k),7.2k,150,238
SGS,Engineering & Construction,3.7,(2.1k),6.8k,134,192
Huawei Technologies,Telecom,4.1,(2.1k),7.7k,120,294
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
Force Motors,Automobile,3.7,(2.2k),8.3k,148,159
Pfizer,Pharma,3.9,(2.1k),6k,91,284
"Maruti Suzuki India Limited, Hansalpur",Automobile,4.2,(2.1k),6.9k,241,181
Provana,BPO,4.1,(2.1k),4.7k,280,335
EPAM Systems,IT Services & Consulting,3.6,(2.1k),25.2k,669,143
IndusInd General Insurance,Insurance,3.6,(2.1k),7.2k,105,140
Biological E,Pharma,4.2,(2.1k),7.2k,150,238
SGS,Engineering & Construction,3.7,(2.1k),6.8k,134,192
Huawei Technologies,Telecom,4.1,(2.1k),7.7k,120,294
ITC Hotels,Hospitality,4.0,(2.1k),5.5k,109,203
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
Force Motors,Automobile,3.7,(2.2k),8.3k,148,159
Pfizer,Pharma,3.9,(2.1k),6k,91,284
"Maruti Suzuki India Limited, Hansalpur",Automobile,4.2,(2.1k),6.9k,241,181
Provana,BPO,4.1,(2.1k),4.7k,280,335
EPAM Systems,IT Services & Consulting,3.6,(2.1k),25.2k,669,143
IndusInd General Insurance,Insurance,3.6,(2.1k),7.2k,105,140
Biological E,Pharma,4.2,(2.1k),7.2k,150,238
SGS,Engineering & Construction,3.7,(2.1k),6.8k,134,192
Huawei Technologies,Telecom,4.1,(2.1k),7.7k,120,294
ITC Hotels,Hospitality,4.0,(2.1k),5.5k,109,203
K12 Techno Services,EdTech,3.7,(2.1k),5.4k,447,78
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
Force Motors,Automobile,3.7,(2.2k),8.3k,148,159
Pfizer,Pharma,3.9,(2.1k),6k,91,284
"Maruti Suzuki India Limited, Hansalpur",Automobile,4.2,(2.1k),6.9k,241,181
Provana,BPO,4.1,(2.1k),4.7k,280,335
EPAM Systems,IT Services & Consulting,3.6,(2.1k),25.2k,669,143
IndusInd General Insurance,Insurance,3.6,(2.1k),7.2k,105,140
Biological E,Pharma,4.2,(2.1k),7.2k,150,238
SGS,Engineering & Construction,3.7,(2.1k),6.8k,134,192
Huawei Technologies,Telecom,4.1,(2.1k),7.7k,120,294
ITC Hotels,Hospitality,4.0,(2.1k),5.5k,109,203
K12 Techno Services,EdTech,3.7,(2.1k),5.4k,447,78
Reliance Trends,Retail,4.1,(2.1k),4.1k,126,220
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
Force Motors,Automobile,3.7,(2.2k),8.3k,148,159
Pfizer,Pharma,3.9,(2.1k),6k,91,284
"Maruti Suzuki India Limited, Hansalpur",Automobile,4.2,(2.1k),6.9k,241,181
Provana,BPO,4.1,(2.1k),4.7k,280,335
EPAM Systems,IT Services & Consulting,3.6,(2.1k),25.2k,669,143
IndusInd General Insurance,Insurance,3.6,(2.1k),7.2k,105,140
Biological E,Pharma,4.2,(2.1k),7.2k,150,238
SGS,Engineering & Construction,3.7,(2.1k),6.8k,134,192
Huawei Technologies,Telecom,4.1,(2.1k),7.7k,120,294
ITC Hotels,Hospitality,4.0,(2.1k),5.5k,109,203
K12 Techno Services,EdTech,3.7,(2.1k),5.4k,447,78
Reliance Trends,Retail,4.1,(2.1k),4.1k,126,220
Morgan Stanley,Financial Services,3.5,(2.1k),28.5k,345,163
upGrad,EdTech,3.3,(2.2k),9.6k,220,135
Microsoft Corporation,Software Product,3.8,(2.2k),32.6k,637,204
Kotak Securities,Financial Services,3.4,(2.2k),9.7k,150,159
Power Mech Projects,Engineering & Construction,3.8,(2.2k),6.9k,127,172
CitiusTech,IT Services & Consulting,3.1,(2.1k),14.9k,325,179
Force Motors,Automobile,3.7,(2.2k),8.3k,148,159
